2025-07-01 10:26:58,225 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:257]
2025-07-01 10:27:23,483 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:257]
2025-07-01 10:31:17,700 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:257]
2025-07-01 10:31:30,137 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:124]
2025-07-01 10:31:30,377 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:132]
2025-07-01 10:31:30,384 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:149]
2025-07-01 10:31:30,390 INFO: Starting document processing [in C:\Users\sharv\Intern_project\backend\app.py:153]
2025-07-01 10:31:30,395 INFO: Extracting text from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:113]
2025-07-01 10:31:30,413 INFO: Extracting images from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:71]
2025-07-01 10:31:30,464 INFO: Extracted text length: 1506 [in C:\Users\sharv\Intern_project\backend\app.py:161]
2025-07-01 10:31:30,465 INFO: Extracted images count: 8 [in C:\Users\sharv\Intern_project\backend\app.py:162]
2025-07-01 10:31:30,467 INFO: Processing chunk 1/1 [in C:\Users\sharv\Intern_project\backend\app.py:213]
2025-07-01 10:34:28,744 INFO: Temporary file removed: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:188]
2025-07-01 10:56:00,377 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:262]
2025-07-01 10:56:36,322 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:127]
2025-07-01 10:56:36,564 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:135]
2025-07-01 10:56:36,566 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:152]
2025-07-01 10:56:36,567 INFO: Starting document processing [in C:\Users\sharv\Intern_project\backend\app.py:156]
2025-07-01 10:56:36,568 INFO: Extracting text from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:116]
2025-07-01 10:56:36,572 INFO: Extracting images from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:71]
2025-07-01 10:56:36,586 INFO: Extracted text length: 1506 [in C:\Users\sharv\Intern_project\backend\app.py:164]
2025-07-01 10:56:36,587 INFO: Extracted images count: 8 [in C:\Users\sharv\Intern_project\backend\app.py:165]
2025-07-01 10:56:36,587 INFO: Processing chunk 1/1 [in C:\Users\sharv\Intern_project\backend\app.py:218]
2025-07-01 10:59:24,523 INFO: Temporary file removed: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:191]
2025-07-01 11:00:34,308 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:127]
2025-07-01 11:00:34,556 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:135]
2025-07-01 11:00:34,564 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:152]
2025-07-01 11:00:34,574 INFO: Starting document processing [in C:\Users\sharv\Intern_project\backend\app.py:156]
2025-07-01 11:00:34,577 INFO: Extracting text from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:116]
2025-07-01 11:00:34,599 INFO: Extracting images from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:71]
2025-07-01 11:00:34,651 INFO: Extracted text length: 1506 [in C:\Users\sharv\Intern_project\backend\app.py:164]
2025-07-01 11:00:34,652 INFO: Extracted images count: 8 [in C:\Users\sharv\Intern_project\backend\app.py:165]
2025-07-01 11:00:34,653 INFO: Processing chunk 1/1 [in C:\Users\sharv\Intern_project\backend\app.py:218]
2025-07-01 11:02:00,271 INFO: Temporary file removed: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:191]
2025-07-01 11:15:09,206 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:266]
2025-07-01 11:15:30,464 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:127]
2025-07-01 11:15:30,705 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:135]
2025-07-01 11:15:30,708 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:152]
2025-07-01 11:15:30,710 INFO: Starting document processing [in C:\Users\sharv\Intern_project\backend\app.py:156]
2025-07-01 11:15:30,711 INFO: Extracting text from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:116]
2025-07-01 11:15:30,722 INFO: Extracting images from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:71]
2025-07-01 11:15:30,758 INFO: Extracted text length: 1506 [in C:\Users\sharv\Intern_project\backend\app.py:164]
2025-07-01 11:15:30,759 INFO: Extracted images count: 8 [in C:\Users\sharv\Intern_project\backend\app.py:165]
2025-07-01 11:15:30,760 INFO: Processing chunk 1/1 [in C:\Users\sharv\Intern_project\backend\app.py:218]
2025-07-01 11:17:22,480 INFO: Temporary file removed: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:191]
2025-07-01 11:37:51,227 INFO: Starting application [in C:\Users\sharv\Intern_project\backend\app.py:263]
2025-07-01 11:38:02,875 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:127]
2025-07-01 11:38:03,127 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:135]
2025-07-01 11:38:03,129 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:152]
2025-07-01 11:38:03,131 INFO: Starting document processing [in C:\Users\sharv\Intern_project\backend\app.py:156]
2025-07-01 11:38:03,131 INFO: Extracting text from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:116]
2025-07-01 11:38:03,134 INFO: Extracting images from DOCX: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:71]
2025-07-01 11:38:03,148 INFO: Extracted text length: 1506 [in C:\Users\sharv\Intern_project\backend\app.py:164]
2025-07-01 11:38:03,148 INFO: Extracted images count: 8 [in C:\Users\sharv\Intern_project\backend\app.py:165]
2025-07-01 11:38:03,149 INFO: Processing chunk 1/1 [in C:\Users\sharv\Intern_project\backend\app.py:219]
2025-07-01 11:40:09,288 INFO: Temporary file removed: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:191]
2025-07-01 11:44:09,496 INFO: Health check: OK [in C:\Users\sharv\Intern_project\backend\app.py:127]
2025-07-01 11:44:09,749 INFO: Received conversion request [in C:\Users\sharv\Intern_project\backend\app.py:135]
2025-07-01 11:44:09,752 INFO: Saving file to temporary location: C:\Users\sharv\AppData\Local\Temp\Business_Case.docx [in C:\Users\sharv\Intern_project\backend\app.py:152]
